body_acc_x,body_acc_y,body_acc_z,body_gyro_x,body_gyro_y,body_gyro_z,total_acc_x,total_acc_y,total_acc_z,true_label
0.0009179759,-0.002498631,-0.02268387,0.04003171,0.006509987,0.02778363,0.9644952,-0.3947301,0.04583605,STANDING
0.002738889,0.001318924,-0.01771927,0.03287145,0.008543998,0.0292718,0.9662914,-0.3909074,0.05074345,STANDING
0.005748256,0.003592613,-0.01260726,0.02923512,0.004107042,0.03936404,0.9692772,-0.3886308,0.05579658,STANDING
0.009895318,0.005899376,-0.01216275,0.01611615,0.0114623,0.03920742,0.9734021,-0.3863229,0.05618,STANDING
0.01100893,0.001359365,-0.009520804,0.0007276081,0.01431098,0.03717281,0.9744954,-0.3908633,0.05875831,STANDING
0.006653352,-0.0005088935,-0.005596708,-0.01005521,0.02150216,0.03768504,0.9701217,-0.3927332,0.06261606,STANDING
0.001216857,0.002080467,-0.002712265,-0.0212541,0.01875583,0.03401212,0.9646696,-0.3901466,0.06543143,STANDING
-0.002059882,0.0005918413,0.000505808,-0.02695337,-0.004593803,0.03082148,0.9613798,-0.3916389,0.06857787,STANDING
-0.00180051,-0.005756018,0.000136604,-0.03476666,-0.01922987,0.0257653,0.9616286,-0.3979912,0.06813478,STANDING
0.0005126347,-0.01542111,-0.006990794,-0.04004461,-0.02414164,0.02053449,0.9639334,-0.4076618,0.06093155,STANDING
-0.0006324761,-0.01864771,-0.01555883,-0.03059531,-0.01581686,0.01718091,0.9627819,-0.4108953,0.05228587,STANDING
-0.001233369,-0.01740237,-0.01319412,-0.02231955,-0.01118424,0.01243794,0.9621766,-0.4096589,0.05457093,STANDING
-0.002729249,-0.01967287,-0.009624141,-0.01428377,-0.01782602,0.008994001,0.960678,-0.4119412,0.05805898,STANDING
-0.006861143,-0.01863291,-0.01369102,-0.0038623,-0.01310996,0.008223603,0.9565449,-0.4109167,0.05390762,STANDING
-0.003592333,-0.0161396,-0.01191176,-0.0009792532,-0.0133551,0.009435974,0.9598136,-0.408443,0.05559967,STANDING
-0.0006860464,-0.01418018,-0.01078166,0.00276658,-0.0141168,0.01154901,0.9627207,-0.4065079,0.05663964,STANDING
-0.001265624,-0.008231116,-0.01308349,0.006376693,-0.01240404,0.01335507,0.9621425,-0.4005883,0.05424459,STANDING
0.0007831263,-0.003929982,-0.01085237,0.003441618,-0.01900951,0.01370831,0.9641933,-0.3963218,0.0563793,STANDING
0.0006194937,-0.004555637,-0.01129181,0.0009052942,-0.01673789,0.01471174,0.9640321,-0.3969873,0.05584013,STANDING
0.002267549,-0.007130716,-0.01021467,0.002096394,-0.01152927,0.01921818,0.9656831,-0.399607,0.05681415,STANDING
0.00414345,-0.008036716,-0.007287297,0.002684177,-0.002797638,0.02153184,0.9675624,-0.4005623,0.05963503,STANDING
0.001987223,-0.006264922,-0.008875461,0.001481507,0.00797227,0.02179732,0.9654103,-0.3988445,0.05793704,STANDING
-0.001121601,-0.002976462,-0.008363467,0.0006914214,0.007367685,0.02293497,0.9623062,-0.3956144,0.05833601,STANDING
-0.005100376,0.0009887818,-0.006821711,-0.003890861,0.005954632,0.01748239,0.9583328,-0.3917118,0.05976165,STANDING
-0.004298931,0.0003581134,-0.005541892,-0.01058019,-0.0009855527,0.007560065,0.9591401,-0.3924088,0.06092241,STANDING
-0.002168541,-0.001981585,-0.002846917,-0.01542028,-0.01147905,0.003715699,0.9612765,-0.3948183,0.06349563,STANDING
-0.002702874,-0.002113607,-0.002707059,-0.02117035,-0.01341438,0.004979876,0.9607482,-0.395023,0.06351132,STANDING
-0.0003615037,-0.004980946,-0.005657653,-0.0263086,-0.01210147,0.006557736,0.9630954,-0.3979656,0.0604345,STANDING
-0.0008647693,-0.006481062,-0.008924909,-0.03241948,-0.00656252,0.008378781,0.9625977,-0.3995435,0.0570392,STANDING
-0.004569705,-0.009977285,-0.008278427,-0.03641033,-0.001928252,0.008690325,0.9588981,-0.4031198,0.05755597,STANDING
-0.005077179,-0.01848555,-0.009007875,-0.0311599,-0.009554641,0.009422228,0.9583954,-0.4117106,0.05669517,STANDING
-0.003641772,-0.01869898,-0.0157166,-0.01969618,-0.01837917,0.01336957,0.959835,-0.4120093,0.04985344,STANDING
-0.001588966,-0.01761538,-0.01873249,-0.003588332,-0.01035803,0.01580314,0.9618913,-0.4110142,0.04670274,STANDING
-0.002033709,-0.02083166,-0.01868117,0.007528935,-0.0008802544,0.01975686,0.961449,-0.4143227,0.04661709,STANDING
-0.003158817,-0.01823197,-0.02226157,0.01003777,-0.001952677,0.02545831,0.9603254,-0.4118193,0.04289711,STANDING
-0.002363666,-0.01746013,-0.02462842,0.01678867,-0.0005629206,0.02492959,0.9611211,-0.4111484,0.04038759,STANDING
-0.005082205,-0.01639185,-0.02133617,0.01769876,-0.008943136,0.02374577,0.9584019,-0.4101858,0.04353352,STANDING
-0.0077326,-0.01090819,-0.01353122,0.01353634,-0.02185125,0.02274355,0.9557497,-0.404813,0.05118806,STANDING
-0.006007851,-0.01300448,-0.007703698,0.01856787,-0.01729024,0.01981133,0.9574711,-0.4070253,0.05686087,STANDING
-0.00356264,-0.01492081,-0.01320497,0.01800755,-0.01478092,0.02099801,0.9599114,-0.4090628,0.05120073,STANDING
0.001013219,-0.0131438,-0.02416951,0.01604418,-0.01969088,0.01920815,0.9644806,-0.407412,0.04007323,STANDING
0.004324741,-0.01444124,-0.02427749,0.01801309,-0.01902162,0.01388962,0.9677838,-0.4088408,0.039798,STANDING
0.0006880175,-0.01259748,-0.0168022,0.01352477,-0.01894946,0.01214767,0.9641373,-0.4071334,0.04710142,STANDING
-0.002084794,-0.01054392,-0.01217712,0.01294069,-0.0175624,0.008594292,0.9613535,-0.4052213,0.05154976,STANDING
0.001999947,-0.009878683,-0.01093278,0.01232565,-0.0116569,0.004765932,0.9654261,-0.4047024,0.05261255,STANDING
0.004201497,-0.007621445,-0.01256597,0.0107396,-0.008517955,0.001931141,0.9676147,-0.4025961,0.05079323,STANDING
-8.73732e-06,-0.008486521,-0.01110906,0.01326531,-0.008315096,-0.0009230871,0.9633907,-0.4036165,0.05205962,STANDING
-0.002903317,-0.01200357,-0.009758726,0.01067348,-0.006969321,-0.000544944,0.9604818,-0.407293,0.05321534,STANDING
-0.002559329,-0.01551418,-0.01435865,0.01115521,-0.003219826,-0.003153652,0.9608109,-0.4109669,0.04841692,STANDING
-0.002571916,-0.01467757,-0.01622677,0.01349136,-0.001234612,-0.004467924,0.960783,-0.4102974,0.04634665,STANDING
-0.002486315,-0.01067957,-0.01564332,0.01282245,-0.003501117,0.001888225,0.9608525,-0.4064704,0.04672431,STANDING
-0.002303415,-0.007416271,-0.01628015,0.0139731,-0.00254769,0.006936133,0.9610187,-0.4033817,0.0458781,STANDING
-0.003549221,-0.002656725,-0.01698291,0.01127372,0.001844102,0.007233942,0.9597555,-0.3988003,0.04496235,STANDING
-0.004361388,-0.004498214,-0.01637066,0.007555295,0.005315956,0.002748404,0.9589252,-0.4008229,0.04535801,STANDING
-0.003027947,-0.009573976,-0.0144571,0.002662569,0.006613712,0.0004803943,0.9602397,-0.4060823,0.04705137,STANDING
-0.00338444,-0.006932797,-0.01532014,-0.00141663,0.002601528,0.004774756,0.9598632,-0.4036269,0.04596461,STANDING
-0.004074403,-0.006950476,-0.0148732,0.001437248,4.560231e-05,0.006820826,0.9591524,-0.4038323,0.04618437,STANDING
-0.002923624,-0.009141774,-0.015247,0.00322464,0.0007485001,0.006202553,0.9602813,-0.406213,0.04558005,STANDING
-0.003687895,-0.008786663,-0.01741421,0.002991506,0.0005056542,0.006345748,0.959494,-0.4060486,0.04317904,STANDING
-0.003961399,-0.01113886,-0.01434008,0.0007075542,0.003329293,0.01069112,0.9591964,-0.4085928,0.04601617,STANDING
-0.004778471,-0.01083045,-0.01468654,-0.003651006,0.005435618,0.01603048,0.958354,-0.4084776,0.04542956,STANDING
-0.006960269,-0.008750301,-0.01915692,-0.007807724,0.003812351,0.01566408,0.9561457,-0.4065917,0.040716,STANDING
-0.004670428,-0.007337753,-0.02112686,-0.01171023,0.001929384,0.01634776,0.9584077,-0.4053743,0.03849981,STANDING
-0.001332091,-0.005113883,-0.01895195,-0.009977543,0.001032467,0.01834064,0.9617166,-0.4033465,0.04042533,STANDING
-0.0002071833,-0.006730327,-0.01199027,-0.01109365,0.0008346684,0.01736456,0.9628108,-0.4051594,0.04713442,STANDING
-0.001206737,-0.007660402,-0.009782071,-0.01698659,-0.0005569567,0.01546254,0.9617791,-0.4062863,0.04908692,STANDING
-0.003566287,-0.007356134,-0.01030756,-0.01545217,-0.003684011,0.01222174,0.9593863,-0.4061789,0.04830297,STANDING
-0.002774934,-0.01205464,-0.008896688,-0.008007224,-0.009279726,0.007942433,0.9601432,-0.4110742,0.04945299,STANDING
-0.0002512679,-0.0163129,-0.008928582,0.001083071,-0.01136622,0.004532638,0.9626314,-0.4155292,0.04915826,STANDING
0.001614606,-0.01415232,-0.008817182,0.00417612,-0.008593116,0.002295877,0.9644608,-0.4135654,0.04900522,STANDING
0.001420499,-0.008663506,-0.01088903,0.00379434,-0.008463984,-0.003280891,0.9642295,-0.4082737,0.04666771,STANDING
-0.0004983298,-0.006100888,-0.01030143,0.00654446,-0.007551653,-0.01096351,0.9622728,-0.4059085,0.04698872,STANDING
-0.0002154321,-0.006037192,-0.00828014,0.004447328,-0.002626439,-0.01482002,0.9625175,-0.4060423,0.04874279,STANDING
-7.13096e-05,-0.005891767,-0.01079583,0.003948403,0.01019266,-0.01788753,0.9626231,-0.4060944,0.04595951,STANDING
-0.0009709788,-0.005398401,-0.008943193,0.005488344,0.02430542,-0.02241685,0.9616848,-0.4057982,0.04754446,STANDING
-0.002479086,-0.004751055,-0.006928635,0.004356906,0.02128349,-0.02457751,0.9601379,-0.4053474,0.0492915,STANDING
-0.004900972,-0.006635105,-0.006393519,0.009368864,0.01430292,-0.02150073,0.9576772,-0.4074274,0.04955957,STANDING
-0.002754857,-0.007929009,-0.002164405,0.01196638,0.015468,-0.01722376,0.9597844,-0.4089162,0.05352246,STANDING
-0.0002023639,-0.008068244,-0.0005829471,0.01388956,0.01491196,-0.01430576,0.9622978,-0.4092494,0.05483899,STANDING
-0.002601027,-0.008750011,0.002130695,0.02096598,0.01572406,-0.01269521,0.9598598,-0.410124,0.05728953,STANDING
-0.00294787,-0.005489361,0.003405745,0.01886816,0.01657686,-0.01517375,0.9594736,-0.407055,0.05830396,STANDING
-0.0004956724,-0.003993766,0.0008433749,0.01647456,0.01542434,-0.01702215,0.9618863,-0.4057499,0.05548406,STANDING
0.0006100847,-0.005925606,0.002397298,0.02061951,0.01744777,-0.01979447,0.9629524,-0.4078709,0.05678416,STANDING
0.0001725012,-0.004589694,-0.0005132865,0.0202199,0.01894504,-0.02510338,0.9624752,-0.4067226,0.05362396,STANDING
-0.0009837113,-0.004117831,-0.00523741,0.02011932,0.01981811,-0.02485218,0.9612795,-0.4064367,0.04865481,STANDING
-0.001057063,-0.004061305,-0.003510867,0.02105622,0.01697254,-0.02331882,0.9611669,-0.4065643,0.05014114,STANDING
0.0005207848,-0.00203612,-0.005520329,0.02002707,0.01175523,-0.02266093,0.9627057,-0.4047213,0.04789637,STANDING
0.004187993,-0.001266415,-0.008553991,0.02144105,0.01709954,-0.02409508,0.9663342,-0.4041315,0.04463234,STANDING
0.006697206,0.001487594,-0.005010001,0.02193713,0.02658035,-0.03021967,0.9688054,-0.401555,0.04795084,STANDING
0.002526857,0.00449569,-0.0003478178,0.0203269,0.03007239,-0.03166926,0.9645978,-0.3987216,0.05239238,STANDING
-0.004112178,0.003137046,0.001959001,0.01824741,0.02655606,-0.02777993,0.9579226,-0.4002517,0.0544835,STANDING
-0.006071188,0.002135326,0.00191223,0.01225456,0.01487437,-0.02194894,0.9559285,-0.4014214,0.05422622,STANDING
-0.003555764,0.002538281,-0.001519089,0.005008605,0.004165253,-0.01749753,0.9584097,-0.4011824,0.05058985,STANDING
1.282016e-05,0.00205367,-0.003215488,0.001460146,5.128523e-05,-0.01528965,0.9619448,-0.4018268,0.04869402,STANDING
0.002089977,0.001830065,-1.337909e-05,0.0008541097,0.0007707897,-0.008492983,0.9639891,-0.4022057,0.05170237,STANDING
0.001484005,0.0007343609,0.001157756,0.0005631363,-0.0005184336,-0.0004811981,0.963351,-0.403452,0.05268547,STANDING
-0.002925185,-0.00163014,0.003903411,-1.62678e-05,-0.01061648,0.009257464,0.9589105,-0.4059623,0.05524896,STANDING
-0.008129619,-0.003813028,0.009095831,0.003205743,-0.01849962,0.01575636,0.9536756,-0.4082862,0.06026529,STANDING
-0.007762206,-0.004450521,0.007344762,0.010803,-0.0181802,0.008943734,0.954013,-0.40906,0.05834457,STANDING
-0.002948665,-0.003382041,0.004511264,0.01765953,-0.01645069,0.006204676,0.9587967,-0.4081233,0.05534822,STANDING
0.0007596504,-0.004202539,0.001422185,0.02021864,-0.01762743,0.01141838,0.9624753,-0.4090711,0.05210334,STANDING
0.001518022,-0.004732874,-0.003891613,0.01861514,-0.01988753,0.01007783,0.963204,-0.4097246,0.04664084,STANDING
0.0009184993,-0.0002245836,-0.002219777,0.01678804,-0.0163582,0.005358828,0.962575,-0.4053354,0.04817094,STANDING
0.002650834,0.004919036,0.001056287,0.01412767,-0.007220832,0.0005207899,0.9642781,-0.4003069,0.05131202,STANDING
0.005281814,0.006323129,0.001775855,0.01065783,0.005387539,-0.0006521895,0.9668803,-0.3990138,0.05190317,STANDING
0.004470519,0.005194453,0.006568479,0.007608875,0.01248337,-8.346842e-05,0.9660409,-0.4002491,0.05657393,STANDING
0.002969929,0.005166393,0.008399623,0.001790822,0.01103625,-0.007635704,0.9645132,-0.4003791,0.05828983,STANDING
0.002927317,0.00632695,0.004686571,-0.001795742,0.01312547,-0.01389676,0.9644446,-0.3993157,0.05446833,STANDING
0.002308535,0.006366181,0.00535886,-0.003901048,0.01442796,-0.01241294,0.9638011,-0.3993686,0.05503909,STANDING
0.002152523,0.00740247,0.007099747,-0.005542059,0.01549383,-0.01220423,0.9636218,-0.3984191,0.05668543,STANDING
0.002686895,0.007708134,0.006887996,-0.002524047,0.01785926,-0.01447083,0.9641344,-0.3981947,0.0563862,STANDING
0.002590992,0.005926397,0.01053479,-0.004336606,0.01276176,-0.01303906,0.9640183,-0.4000521,0.05995268,STANDING
0.003262923,0.003280224,0.01263867,-0.006194679,0.01105091,-0.006867732,0.9646716,-0.4027681,0.06198357,STANDING
0.004305884,-0.0002353213,0.008526621,-0.004794919,0.01479231,-0.004501716,0.9656977,-0.4063476,0.05780606,STANDING
0.003925514,0.002656743,0.002045627,-0.007730091,0.01647531,-0.005600559,0.9653023,-0.4035139,0.05126728,STANDING
0.003691515,0.007928735,-0.00167606,-0.005943349,0.01509736,-0.003725119,0.9650553,-0.3982947,0.04749534,STANDING
0.004287644,0.006468625,0.002803914,-0.003991238,0.01073046,-0.00214475,0.9656404,-0.399802,0.05193227,STANDING
0.004776705,0.00743401,0.008238603,-0.007078274,0.01137084,-0.002105233,0.9661206,-0.3988783,0.05733081,STANDING
0.005539275,0.01010407,0.007047818,-0.01206721,0.01573154,-0.007467214,0.9668765,-0.3962442,0.05611062,STANDING
0.004834608,0.006565221,0.007457539,-0.01814388,0.01983941,-0.014494,0.9661676,-0.3998132,0.05649762,STANDING
0.001466089,0.002818413,0.007835042,-0.01458127,0.02110142,-0.009694469,0.9627973,-0.4035843,0.05685906,STANDING
-0.0004607012,0.001330437,0.002431437,-0.008290394,0.02005306,-0.003397573,0.9608711,-0.4050909,0.05144597,STANDING
0.002981968,0.0002881862,0.003290862,-0.001158371,0.02351557,-0.005874647,0.9643167,-0.4061462,0.05230229,STANDING
0.007083601,0.0003245057,0.01003667,0.0104821,0.02398995,-0.009558334,0.9684235,-0.4061177,0.05905115,STANDING
0.005494132,0.003633318,0.01107586,0.0106506,0.02526159,-0.01418203,0.9668414,-0.4028119,0.06009944,STANDING
0.004239502,0.009085241,0.009604374,0.01020396,0.02878463,-0.01646546,0.9655967,-0.3973583,0.05864314,STANDING
0.005790373,0.008151333,0.00749142,0.01884299,0.01872033,-0.01560064,0.9671599,-0.3982859,0.05655147,STANDING
0.00280569,0.003826261,0.007248887,0.02387356,0.00807697,-0.01823198,0.96419,-0.4025999,0.05633628,STANDING
-0.001164974,0.004597385,0.01030913,0.02847967,0.007750015,-0.01766022,0.9602366,-0.4018132,0.05942982,STANDING
-0.001575279,0.009287666,0.009331169,0.03064872,0.00624214,-0.01343125,0.9598459,-0.3971028,0.05849103,STANDING
0.001140909,0.01661693,0.00843065,0.02405521,0.00325162,-0.01042706,0.9625837,-0.389749,0.05763551,STANDING
0.006439262,0.01964676,0.009706231,0.01373432,0.002929047,-0.003602516,0.9679056,-0.3866897,0.05896184,STANDING
0.006821623,0.0175722,0.007830858,0.001243163,0.003808591,0.001873923,0.9683133,-0.3887296,0.05714288,STANDING
0.002388417,0.01697587,0.004465818,-0.01387541,0.004380005,0.000505561,0.9639074,-0.3892856,0.05383976,STANDING
3.249808e-05,0.0128479,0.001521176,-0.02281656,0.005475635,-0.003195277,0.9615807,-0.3933672,0.05096229,STANDING
0.000515431,0.008955902,0.004818994,-0.01836916,0.004027041,-0.006566565,0.9620946,-0.3972065,0.05433218,STANDING
0.001633556,0.00714803,0.01059473,-0.01435026,0.000188477,-0.007379104,0.9632454,-0.3989556,0.06018453,STANDING
0.0005570851,0.001948557,0.008391792,-0.0140405,-0.001207664,-0.00259859,0.962203,-0.4040902,0.05806259,STANDING
0.0007023136,0.004284972,0.005843189,-0.005681266,-0.001978031,0.002843196,0.9623836,-0.4016832,0.05559926,STANDING
0.002267018,0.009984108,0.00604786,-0.0006833352,-0.001707757,-0.001262713,0.9639849,-0.3959083,0.05589331,STANDING
0.002086713,0.008331377,0.005204577,-0.001337602,-0.001285242,-0.004829443,0.9638423,-0.3974802,0.05514329,STANDING
0.003433184,0.007894049,0.005982197,0.005196626,-0.001374158,0.001811601,0.9652274,-0.3978318,0.05601782,STANDING
0.00460055,0.00712791,0.004423069,0.01315669,0.003354104,0.006081307,0.9664343,-0.3985075,0.05455901,STANDING
0.004869828,0.005924085,0.003432814,0.01822854,0.01087686,0.005547572,0.9667442,-0.3996164,0.05367219,STANDING
0.00455394,0.01267353,0.008748175,0.02035377,0.01188382,0.005135492,0.9664699,-0.3927677,0.05909387,STANDING
0.001581572,0.01830343,0.01112262,0.0166489,-0.001848148,0.008444118,0.9635402,-0.3870343,0.06157733,STANDING
-8.664211e-05,0.01305726,0.00986812,0.01301195,-0.01574941,0.01275086,0.9619158,-0.3921726,0.06043453,STANDING
0.0002265172,0.007206599,0.01070469,0.01366287,-0.01063274,0.009772554,0.9622735,-0.3979109,0.06138551,STANDING
0.0006983552,0.008766077,0.009507502,0.01194567,-0.004190029,0.008271144,0.9627907,-0.3962347,0.06030547,STANDING
8.000871e-05,0.007132404,0.008779339,0.007209405,-0.004808265,0.007950282,0.9622182,-0.3977473,0.05969718,STANDING
-0.001849469,0.002021779,0.01262423,0.008601601,-0.0001766393,0.003057337,0.9603351,-0.4027329,0.06366465,STANDING
-0.002310678,0.003134923,0.01537892,0.01066642,-0.002253103,0.002169425,0.9599204,-0.4014912,0.06654466,STANDING
-0.0005937482,0.003950882,0.01455597,0.00853517,-0.008278648,0.003222636,0.9616838,-0.4005435,0.06584994,STANDING
0.00365894,0.003213066,0.01280225,0.009659933,-0.004713818,0.004091857,0.9659827,-0.4011469,0.06422752,STANDING
0.004944602,0.004866371,0.01348364,0.00930199,-0.006647804,0.006776743,0.9673144,-0.3993568,0.06504342,STANDING
0.001029622,0.004140518,0.01726739,0.007537552,-0.01314481,0.01184611,0.9634453,-0.3999439,0.06896501,STANDING
-0.0005808032,0.003555435,0.01666754,0.00895921,-0.01476096,0.01902999,0.9618806,-0.4003885,0.06850649,STANDING
0.0007692556,0.003646496,0.006317372,0.009776992,-0.01394668,0.02154337,0.9632762,-0.4001555,0.05830128,STANDING
0.001988656,0.0009480232,-0.003129229,0.01153493,-0.007399907,0.02161642,0.9645408,-0.402711,0.04900316,STANDING
0.001660929,-0.0007261734,-0.001159578,0.01079331,-0.005047641,0.01893835,0.964258,-0.4042415,0.05112429,STANDING
0.002549762,-0.0004389467,0.001609104,0.007420134,-0.007985241,0.01164268,0.9651913,-0.4038103,0.05404681,STANDING
0.005051476,-0.001499115,0.001121902,0.007494066,-0.007177928,0.008910551,0.9677372,-0.4047266,0.05371519,STANDING
0.003722677,-0.002725663,0.006749195,0.008623084,-0.007660498,0.005776117,0.9664524,-0.4058099,0.05949934,STANDING
0.002296684,0.0006213724,0.009238141,0.0101306,-0.007545589,-0.002347811,0.9650702,-0.4023206,0.06214614,STANDING
0.001318802,0.005419008,0.004836458,0.009756209,-0.008782564,-0.004332262,0.964136,-0.3973821,0.05790314,STANDING
-0.00234918,0.005498709,0.0009515258,0.008177515,-0.01207793,0.002352073,0.9605117,-0.397163,0.05417754,STANDING
-0.003864545,0.0020238,-0.003935396,0.00867193,-0.01201127,0.0100107,0.9590396,-0.4005,0.04945028,STANDING
-0.002925304,-0.002686224,-0.00278706,0.006643807,-0.01222079,0.01227417,0.9600217,-0.4050738,0.05075808,STANDING
-0.001223786,-0.004191428,-0.0002732654,0.005878706,-0.01021218,0.01004815,0.9617654,-0.4064447,0.05343062,STANDING
-2.860366e-05,-0.00208997,-0.003253956,0.008612719,-0.007083948,0.008942405,0.9630018,-0.4042113,0.05060744,STANDING
-0.0005661222,-0.001661288,-0.001876759,0.008327213,-0.007465967,0.009259207,0.9625045,-0.4036532,0.05214049,STANDING
-0.0007413081,-0.001541835,-0.004367307,0.007436087,-0.007610951,0.007456166,0.9623684,-0.4034072,0.04980369,STANDING
-0.0006112179,-0.0007673002,-0.009191627,0.007147174,-0.004337979,0.00522248,0.9625366,-0.4025092,0.04513056,STANDING
-0.001525859,-0.0008715531,-0.004339935,0.003697696,-0.0004799336,0.005901528,0.9616588,-0.4024933,0.05013034,STANDING
-0.00522743,-0.0005229782,0.004295349,0.0008402585,-0.002342922,0.007015985,0.9579929,-0.402028,0.05891017,STANDING
-0.008206273,0.0001004266,0.01284981,0.00349039,-0.004152191,0.006172972,0.9550481,-0.4012914,0.06760552,STANDING
-0.003516718,-0.0007796259,0.01043399,0.006058971,-0.00236619,0.003799538,0.9597701,-0.4020618,0.06532719,STANDING
0.003079506,-0.002199963,0.002289049,0.003233401,-0.002411511,0.0002231649,0.9663968,-0.4033762,0.05731669,STANDING
0.004475194,-0.001677613,0.004590953,-0.0008890667,-0.002195587,-0.001616385,0.967821,-0.4027517,0.05975021,STANDING
0.004968996,-0.001477175,0.00837558,-0.004150476,-0.00149189,0.0007123686,0.9683416,-0.4024529,0.06366372,STANDING
0.001736586,-0.001359488,0.01124146,-0.004929252,0.001475535,0.003613979,0.9651345,-0.4022408,0.06665595,STANDING
-0.005762724,0.002666102,0.007409614,-0.00581723,0.006761226,0.005423583,0.9576593,-0.3981247,0.06294818,STANDING
-0.003973879,0.005901423,-0.0007696072,-0.01508353,0.007794912,0.008990401,0.9594709,-0.3948027,0.05489104,STANDING
0.001754473,0.003369964,0.004706564,-0.02424061,0.005340774,0.01089428,0.9652206,-0.3972512,0.0604873,STANDING
0.001228876,0.0001879749,0.006607249,-0.02083786,0.002089955,0.009037946,0.9647148,-0.4003536,0.0625061,STANDING
0.0005429354,0.0002215915,-0.001510595,-0.01042,0.001891853,0.007926462,0.9640473,-0.4002436,0.05450439,STANDING
-0.001457092,-0.001231236,-0.004402329,-0.003687672,0.01095676,0.006192332,0.9620643,-0.4016233,0.05172676,STANDING
-0.000982805,-0.003805438,-0.005743108,-0.005366921,0.02041519,0.001893481,0.9625545,-0.4041276,0.05049776,STANDING
0.00140585,-0.004070993,-0.005154783,-0.008808716,0.01329562,-0.002000358,0.9649577,-0.4043266,0.05119518,STANDING
-0.004181659,-0.006013732,-0.006225544,-0.005367816,0.00129377,-0.002692109,0.9593835,-0.4062062,0.05023044,STANDING
-0.0102434,-0.007479713,-0.009408837,0.0007209918,0.001931605,-0.001949601,0.9533338,-0.4076126,0.04714971,STANDING
-0.01175187,-0.006595712,-0.007591566,0.004834236,0.002455829,-0.005279882,0.9518358,-0.4066729,0.04906566,STANDING
-0.005066028,-0.007032748,-0.007867286,0.009109552,-0.0008590267,-0.008147656,0.95853,-0.4070584,0.04888435,STANDING
0.004075023,-0.006909889,-0.008784683,0.01119802,-0.003732319,-0.004396729,0.9676773,-0.4068883,0.04805671,STANDING
-0.0008346492,-0.00678971,-0.006372797,0.009628053,-0.009787877,0.001283723,0.9627716,-0.4067253,0.05055338,STANDING
-0.005271235,-0.006504636,-0.001563731,0.009048084,-0.0112015,0.003186439,0.958337,-0.406402,0.05544205,STANDING
-0.002501219,-0.006410432,0.003832779,0.008235131,-0.007827368,-0.000300444,0.9611069,-0.4062743,0.06091293,STANDING
-0.00346554,-0.009299448,-0.001815244,0.007334206,-0.005052549,-0.00067821,0.9601405,-0.4091347,0.05533423,STANDING
-0.001453974,-0.009767187,-0.009711676,0.01075855,-0.003960119,0.002649543,0.962148,-0.4095787,0.04750222,STANDING
-4.411235e-05,-0.005307246,-0.006892756,0.01058629,-0.002170152,-0.0008943216,0.9635517,-0.4051002,0.05038058,STANDING
-0.00141263,-0.001832445,-0.006071548,0.003611797,0.005659749,-0.004551008,0.9621751,-0.401612,0.05125608,STANDING
0.001969861,-0.004911213,-0.006783268,-0.001195605,0.01135141,-0.007830555,0.9655478,-0.4046824,0.05059338,STANDING
0.00383527,-0.01011279,-0.002635219,-0.003615593,0.0130221,-0.01244461,0.9674018,-0.4098805,0.05478511,STANDING
0.00181801,-0.008875017,-0.001288655,-0.006429566,0.009692018,-0.005391743,0.9653719,-0.4086442,0.05617005,STANDING
-0.0005384664,-0.002642785,-0.0004223513,-0.009228233,0.001064719,0.0006188142,0.9630016,-0.4024185,0.05706959,STANDING
-0.001646669,0.003038347,-0.0001270233,-0.01314902,0.002996658,-0.004737622,0.9618788,-0.3967488,0.05739324,STANDING
-0.0008213144,0.00139071,-0.003333329,-0.01786873,0.005782837,-0.007288858,0.9626886,-0.3984124,0.05421058,STANDING
-0.0009155569,-0.003081913,-0.003526033,-0.01775922,0.003205653,-0.007403651,0.9625781,-0.4029051,0.05403703,STANDING
-0.001483943,-0.002880037,-0.003524453,-0.01417326,0.00701616,-0.007112638,0.9619926,-0.4027271,0.05405339,STANDING
-0.002609244,-0.005639515,-0.00460758,-0.01534542,0.005751067,-0.003425074,0.9608496,-0.405514,0.05298076,STANDING
-0.004187387,-0.004646047,-0.004582428,-0.01461979,0.000699416,-0.0005612382,0.9592529,-0.4045515,0.0530122,STANDING
-0.002776455,0.00123981,-0.005921475,-0.01235051,-0.002398529,-0.0009876093,0.9606446,-0.3986999,0.05167528,STANDING
-0.0007271774,-0.002385193,-0.007486275,-0.01482543,-0.006314663,-0.001808277,0.9626738,-0.4023623,0.05010845,STANDING
-0.0007350005,-0.005904138,-0.01146857,-0.0126297,-0.00177801,0.0001302748,0.9626451,-0.4059216,0.04611993,STANDING
-0.0009714686,-0.008380007,-0.01240677,-0.007522698,0.002223498,0.001156525,0.9623869,-0.4084406,0.04517114,STANDING
-0.0009756212,-0.01252136,-0.00713916,-0.003329747,-0.001105583,0.0009170703,0.9623604,-0.4126278,0.05042358,STANDING
-0.001692271,-0.005580479,-0.00446513,-0.002562033,-0.002808813,0.002838189,0.9616208,-0.4057359,0.05307776,STANDING
-0.002136236,0.001099443,-0.001341298,-0.0088115,-0.008165707,0.004294202,0.9611533,-0.3991079,0.05617713,STANDING
-0.0004284027,0.0003094133,0.002818131,-0.01051538,-0.01667541,0.004258403,0.9628371,-0.3999527,0.06030776,STANDING
